Dates,Portolfio,Benchmark 
8/7/2021,92.03995025,143.8918023
8/8/2021,92.03995025,143.8918023
8/9/2021,91.68130394,143.8127158
8/10/2021,91.21951962,143.9363863
8/11/2021,91.15810327,144.1834219
8/12/2021,90.99425651,144.4840626
8/13/2021,92.57386331,144.6658719
8/14/2021,92.57386331,144.6658719
8/15/2021,92.57386331,144.6658719
8/16/2021,92.81618754,144.9013045
8/17/2021,92.77590555,144.2455989
8/18/2021,93.11183001,143.1521105
8/19/2021,93.84834344,143.306493
8/20/2021,93.91480066,144.1020775
8/21/2021,93.91480066,144.1020775
8/22/2021,93.91480066,144.1020775
8/23/2021,93.84838757,144.9801792
8/24/2021,93.07074193,145.1415563
8/25/2021,92.24005423,145.3514968
8/26/2021,92.51699942,144.7619718
8/27/2021,93.19740649,145.6539537
8/28/2021,93.19740649,145.6539537
8/29/2021,93.19740649,145.6539537
8/30/2021,93.45832748,146.0960017
8/31/2021,92.77764816,145.9460767
9/1/2021,92.94517935,145.9993558
9/2/2021,93.38171831,146.3091781
9/3/2021,92.47223146,146.280222
9/4/2021,92.47223146,146.280222
9/5/2021,92.47223146,146.280222
9/6/2021,92.47223146,146.280222
9/7/2021,91.62868033,145.9229929
9/8/2021,92.30929547,145.8018748
9/9/2021,93.51932356,145.3750218
9/10/2021,92.63766745,144.5858558
9/11/2021,92.63766745,144.5858558
9/12/2021,92.63766745,144.5858558
9/13/2021,93.24414117,144.8411833
9/14/2021,94.45647687,144.302443
9/15/2021,94.10574983,145.1395515
9/16/2021,93.64750373,144.978403
9/17/2021,93.16714748,144.0050599
9/18/2021,93.16714748,144.0050599
9/19/2021,93.16714748,144.0050599
9/20/2021,94.40736489,142.3405335
9/21/2021,94.32125212,142.2450993
9/22/2021,94.9177178,143.2204638
9/23/2021,92.65801794,144.4353613
9/24/2021,91.68064447,144.5976989
9/25/2021,91.68064447,144.5976989
9/26/2021,91.68064447,144.5976989
9/27/2021,91.31306969,144.3128406
9/28/2021,89.75540897,142.29836
9/29/2021,89.92891921,142.4642391
9/30/2021,89.91504675,141.2447881
10/1/2021,90.75660596,142.4335709
10/2/2021,90.75660596,142.4335709
10/3/2021,90.75660596,142.4335709
10/4/2021,90.50203155,141.1432807
10/5/2021,89.53636629,142.1808678
10/6/2021,90.10055767,142.5986881
10/7/2021,89.0547648,143.4609299
10/8/2021,88.35488262,143.2820035
10/9/2021,88.35488262,143.2820035
10/10/2021,88.35488262,143.2820035
10/11/2021,88.10118052,142.5550567
10/12/2021,89.81117152,142.3092948
10/13/2021,90.7837803,142.671304
10/14/2021,91.15532327,144.3545864
10/15/2021,90.57263199,145.1133192
10/16/2021,90.57263199,145.1133192
10/17/2021,90.57263199,145.1133192
10/18/2021,91.04152567,145.4115931
10/19/2021,89.66207903,146.1818739
10/20/2021,88.9870375,146.5737462
10/21/2021,88.86792473,146.8339746
10/22/2021,89.96920295,146.7330373
10/23/2021,89.96920295,146.7330373
10/24/2021,89.96920295,146.7330373
10/25/2021,89.81658824,147.267102
10/26/2021,90.64351645,147.3580329
10/27/2021,92.46294585,146.9133547
10/28/2021,92.12451059,147.8787262
10/29/2021,92.43012353,148.0832738
10/30/2021,92.43012353,148.0832738
10/31/2021,92.43012353,148.0832738
11/1/2021,91.71012837,148.2541734
11/2/2021,92.1540277,148.6569979
11/3/2021,91.12062266,149.2706106
